City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,tamanrasset,22.785,5.5228,82.31,28,40,10.36,DZ,1692749372
286,reforma,18.1,-91.0167,80.96,79,98,10.31,MX,1692749530
287,puerto vallarta,20.6204,-105.2307,88.92,67,100,1.99,MX,1692749343
288,gembu,6.7,11.2667,61.66,92,100,1.97,NG,1692749530
289,hakha,22.65,93.6167,60.17,97,100,2.26,MM,1692749530
290,tshikapa,-6.4167,20.8,81.05,36,67,0.83,CD,1692749530
291,kudat,6.8837,116.8477,80.71,76,96,3.76,MY,1692749531
292,marsa alam,25.0757,34.8918,90.3,46,16,1.39,EG,1692749531
293,maxixe,-23.8597,35.3472,69.49,86,0,11.81,MZ,1692749531
294,pikalevo,59.5183,34.1664,52.72,84,100,4.23,RU,1692749531
295,dudinka,69.4058,86.1778,52.63,88,100,7.7,RU,1692749532
296,cockburn town,21.4612,-71.1419,83.48,74,17,19.95,TC,1692749532
297,muynoq,43.7683,59.0214,80.85,25,23,5.82,UZ,1692749532
298,xilin hot,43.9667,116.0333,58.44,59,44,4.29,CN,1692749532
299,cabaritan east,18.4206,121.4897,80.2,83,100,7.74,PH,1692749533
300,anadyr,64.75,177.4833,50.5,87,75,15.66,RU,1692749533
301,hamilton,39.1834,-84.5333,84.78,60,0,9.22,US,1692749430
302,kharkhorin,47.1975,102.8238,49.08,86,98,1.03,MN,1692749533
303,selfoss,63.9331,-20.9971,49.05,77,58,6.29,IS,1692749534
304,tibanbang,6.6315,126.1055,79.99,81,100,4.29,PH,1692749534
305,daru,-9.0763,143.2092,78.78,79,69,15.14,PG,1692749534
306,aden,12.7794,45.0367,86.94,77,27,10.47,YE,1692749507
307,tarnogskiy gorodok,60.4997,43.5761,38.75,93,22,3.11,RU,1692749534
308,baardheere,2.3446,42.2764,74.79,75,3,11.36,SO,1692749535
309,mogocha,53.7333,119.7667,58.44,56,99,7.85,RU,1692749535
310,port augusta,-32.5,137.7667,55.69,52,0,0.94,AU,1692749535
311,sinop,41.7711,34.8709,69.94,35,0,4.61,TR,1692749527
312,rabaul,-4.1967,152.1721,83.03,74,83,13.78,PG,1692749535
313,pacific grove,36.6177,-121.9166,82.54,78,0,11.5,US,1692749439
314,keflavik,64.0049,-22.5624,52.23,87,0,13.8,IS,1692749536
315,mir bachah kot,34.75,69.119,65.73,34,0,4.54,AF,1692749536
316,afaahiti,-17.75,-149.2833,78.67,63,27,7.2,PF,1692749536
317,krasnoshchekovo,51.6708,82.7289,62.49,75,42,4.52,RU,1692749536
318,lompoc,34.6391,-120.4579,86.02,71,20,14.0,US,1692749450
319,mahibadhoo,3.7833,72.9667,82.54,75,81,10.8,MV,1692749537
320,puerto maldonado,-12.6,-69.1833,81.0,83,0,0.0,PE,1692749537
321,kirensk,57.7853,108.1119,58.08,89,53,0.69,RU,1692749537
322,kavaratti,10.5669,72.642,81.63,76,54,10.65,IN,1692749523
323,utrik,11.2278,169.8474,83.53,73,31,15.21,MH,1692749537
324,stephenville,32.2207,-98.2023,97.59,33,89,1.99,US,1692749211
325,castillos,-34.1667,-53.8333,49.77,91,98,9.48,UY,1692749538
326,vung tau,10.346,107.0843,80.22,85,99,9.66,VN,1692749538
327,saint-pierre,-21.3393,55.4781,73.08,73,20,21.85,RE,1692749536
328,port alfred,-33.5906,26.891,61.88,49,33,12.68,ZA,1692749538
329,klimavichy,53.6135,31.9385,58.89,74,54,6.42,BY,1692749539
330,zarah sharan,33.1467,68.7917,66.9,14,0,0.67,AF,1692749539
331,mount isa,-20.7333,139.5,74.97,19,0,14.97,AU,1692749539
332,uberherrn,49.2419,6.6984,68.54,74,13,2.75,DE,1692749539
333,wuhai,39.6647,106.8122,68.5,39,77,3.31,CN,1692749540
334,villa yapacani,-17.4,-63.8333,87.42,39,69,8.21,BO,1692749541
335,misratah,32.3754,15.0925,79.45,66,55,4.7,LY,1692749541
336,khanty-mansiysk,61.0042,69.0019,46.51,100,0,6.71,RU,1692749541
337,fisterra,42.9049,-9.2629,74.75,70,31,4.16,ES,1692749541
338,enewetak,11.3474,162.3373,84.11,77,80,14.18,MH,1692749541
339,ulety,51.3572,112.4849,54.75,89,100,3.62,RU,1692749542
340,pingyin,36.2831,116.4453,76.53,61,3,1.36,CN,1692749542
341,miranda do douro,41.4969,-6.2731,81.54,31,72,1.59,PT,1692749543
342,atbasar,51.8,68.3333,66.78,53,44,7.9,KZ,1692749543
343,okakarara,-20.5833,17.4333,57.25,12,8,7.72,NA,1692749543
344,sandnessjoen,66.0217,12.6316,52.32,95,79,4.81,NO,1692749544
345,roma,43.2128,-75.4557,67.73,73,0,4.61,US,1692749544
346,calama,-22.4667,-68.9333,53.2,12,52,1.28,CL,1692749544
347,yemetsk,63.4721,41.7941,40.44,96,25,3.51,RU,1692749544
348,thompson,55.7435,-97.8558,72.64,49,97,2.35,CA,1692749400
349,okondja,-0.6549,13.6753,71.47,96,48,1.9,GA,1692749545
350,paradise point,-27.8863,153.3957,77.14,67,8,1.99,AU,1692749546
351,fale old settlement,-9.3852,-171.2468,82.62,72,29,21.68,TK,1692749546
352,bukama,-9.2,25.85,76.91,26,2,2.98,CD,1692749546
353,mar del plata,-38.0023,-57.5575,53.13,67,99,5.99,AR,1692749546
354,oistins,13.0667,-59.5333,82.49,89,20,6.91,BB,1692749546
355,san lawrenz,36.0553,14.204,78.21,90,91,5.68,MT,1692749547
356,canto del llano,8.1761,-80.973,69.91,98,100,13.0,PA,1692749548
357,novozybkov,52.5396,31.9275,57.56,81,58,6.44,RU,1692749548
358,fort mcmurray,56.7268,-111.381,74.79,53,71,3.44,CA,1692749448
359,maine soroa,13.2114,12.0241,86.23,37,29,5.82,NE,1692749549
360,ghat,24.9647,10.1728,90.46,20,75,11.97,LY,1692749550
361,makarska,43.2969,17.0178,80.31,60,0,10.45,HR,1692749550
362,viedma,-40.8135,-62.9967,49.75,44,1,10.58,AR,1692749550
363,atafu village,-8.5421,-172.5159,82.78,73,17,23.11,TK,1692749541
364,mirador,-6.3708,-44.3631,84.09,39,23,1.48,BR,1692749272
365,kuta,-8.7233,115.1723,78.01,78,40,11.99,ID,1692749552
366,pont rouge,48.8833,-72.0825,57.49,64,84,2.19,CA,1692749553
367,jayapura,-2.5333,140.7,85.39,72,100,5.3,ID,1692749553
368,santa marta de ortigueira,43.6833,-7.85,70.56,86,85,15.01,ES,1692749524
369,fada,9.5667,8.3,69.55,91,99,1.3,NG,1692749553
370,powell river,49.8496,-124.5361,69.44,45,20,8.05,CA,1692749554
371,san pedro pochutla,15.7333,-96.4667,76.71,77,89,2.86,MX,1692749316
372,swift current,50.2834,-107.8014,70.61,68,0,10.36,CA,1692749511
373,narvik,68.4384,17.4272,58.39,99,100,1.16,NO,1692749554
374,haiku-pauwela,20.9219,-156.3051,87.82,45,40,23.02,US,1692749554
375,lerwick,60.1545,-1.1494,55.4,81,100,17.29,GB,1692749554
376,luderitz,-26.6481,15.1594,55.63,80,0,9.33,NA,1692749555
377,kangding,30.0513,101.9603,60.1,80,26,0.81,CN,1692749555
378,mhamid,29.82,-5.72,91.72,13,2,9.6,MA,1692749555
379,alenquer,-1.9417,-54.7383,80.55,70,51,3.8,BR,1692749555
380,muli,2.9167,73.5667,82.85,73,86,11.95,MV,1692749555
381,bamboo flat,11.7,92.7167,77.09,94,100,3.44,IN,1692749556
382,cedro,-6.6067,-39.0622,79.03,45,0,4.25,BR,1692749556
383,waspan,14.7419,-83.9717,78.64,88,83,5.32,NI,1692749556
384,grodkow,50.6984,17.3845,68.14,91,51,8.16,PL,1692749556
385,beyneu,45.3167,55.2,82.56,32,57,6.33,KZ,1692749556
386,tondano,1.3038,124.9112,77.09,74,88,6.02,ID,1692749557
387,selebi-phikwe,-21.979,27.8498,70.74,23,0,3.89,BW,1692749557
388,la gi,10.6667,107.7833,79.34,87,99,8.77,VN,1692749557
389,mil'kovo,55.6078,37.7956,57.34,82,73,5.21,RU,1692749557
390,collie,-33.3667,116.15,51.84,78,97,2.3,AU,1692749558
391,koh kong,11.6175,102.9806,81.91,82,99,7.56,KH,1692749558
392,statesville,35.7826,-80.8873,87.26,58,84,5.97,US,1692749558
393,ozieri,40.586,9.0012,70.66,55,0,0.47,IT,1692749558
394,fuyu,45.1833,124.8167,68.11,66,0,8.55,CN,1692749558
395,adrar,20.5022,-10.0711,91.0,31,74,9.89,MR,1692749558
396,springs,-26.25,28.4,60.42,12,0,4.74,ZA,1692749559
397,klyuchi,52.2667,79.1667,63.88,72,29,5.86,RU,1692749539
398,richards bay,-28.783,32.0377,62.71,95,2,4.92,ZA,1692749559
399,tchintabaraden,15.8969,5.7985,92.03,39,62,12.57,NE,1692749559
400,hasaki,35.7333,140.8333,88.3,81,2,13.18,JP,1692749559
401,glienicke,52.6335,13.3256,70.09,80,1,4.21,DE,1692749559
402,khandyga,62.6667,135.6,56.17,85,100,5.12,RU,1692749560
403,necochea,-38.5473,-58.7368,47.98,72,80,9.95,AR,1692749546
404,cammarata,37.6299,13.6315,72.39,68,13,2.21,IT,1692749560
405,maralal,1.0968,36.698,57.4,67,36,4.88,KE,1692749560
406,polyarnyy,69.1989,33.4478,47.21,87,100,1.54,RU,1692749560
407,rawah,34.4816,41.9093,94.1,22,0,7.63,IQ,1692749560
408,bloomington,44.8408,-93.2983,97.47,55,0,13.8,US,1692749411
409,jose maria morelos,23.3952,-103.8984,66.0,54,98,8.3,MX,1692749561
410,brezina,33.0989,1.2608,80.69,33,21,9.46,DZ,1692749561
411,zemetchino,53.4973,42.6163,57.16,63,75,2.95,RU,1692749561
412,shingu,33.7333,135.9833,80.92,91,53,7.27,JP,1692749272
413,preston,53.7667,-2.7167,61.9,93,44,5.82,GB,1692749561
414,north bend,43.4065,-124.2243,84.11,39,0,9.22,US,1692749562
415,patong,7.8961,98.2966,87.03,71,74,9.93,TH,1692749562
416,katsuren-haebaru,26.3369,127.8719,86.02,88,7,4.92,JP,1692749562
417,gobabis,-22.45,18.9667,54.72,10,2,8.48,NA,1692749562
418,bafq,31.6128,55.4107,83.01,18,0,2.17,IR,1692749562
419,semey,50.4111,80.2275,69.31,54,93,1.21,KZ,1692749368
420,cadale,2.7603,46.3222,78.03,80,37,15.97,SO,1692749563
421,road town,18.4167,-64.6167,82.49,76,100,17.36,VG,1692749266
422,liaoyuan,42.9036,125.1358,68.36,73,95,1.3,CN,1692749563
423,vallo della lucania,40.2297,15.2658,74.12,53,0,5.5,IT,1692749563
424,filadelfia,39.9523,-75.1638,76.69,49,75,9.22,US,1692749365
425,kendari,-3.945,122.4989,79.2,74,99,2.95,ID,1692749563
426,helena valley west central,46.6629,-112.0604,86.88,33,20,8.05,US,1692749564
427,lhasa,29.65,91.1,54.36,85,67,1.99,CN,1692749564
428,timmins,48.4669,-81.3331,66.02,68,100,3.44,CA,1692749564
429,korsakov,46.6328,142.7813,81.84,90,40,10.38,RU,1692749564
430,usogorsk,63.4106,48.6872,43.72,97,83,5.48,RU,1692749359
431,envira,-7.3,-70.2167,84.9,42,83,2.84,BR,1692749564
432,the pas,53.8251,-101.2541,64.42,77,100,8.05,CA,1692749564
433,nyaunglebin,17.95,96.7333,75.36,95,100,4.43,MM,1692749565
434,poso,-1.3959,120.7524,85.33,57,63,6.49,ID,1692749565
435,santa ana,33.7456,-117.8678,93.7,54,20,8.05,US,1692749306
436,conduaga,8.862,117.4893,82.06,76,98,2.37,PH,1692749565
437,kenora,49.8167,-94.4337,68.97,73,100,12.66,CA,1692749565
438,general conesa,-40.1,-64.4333,56.44,33,23,18.61,AR,1692749565
439,kruisfontein,-34.0033,24.7314,58.89,87,10,19.75,ZA,1692749566
440,aioun,16.6614,-9.6149,92.19,41,39,10.96,MR,1692749566
441,phongsali,21.6833,102.1058,63.0,99,99,0.78,LA,1692749566
442,aral,40.5156,81.2636,81.27,27,100,5.14,CN,1692749566
443,kirakira,-10.4544,161.9205,80.92,84,99,14.43,SB,1692749566
444,south suffolk,36.7171,-76.5902,76.91,78,40,5.75,US,1692749567
445,severodvinsk,64.5635,39.8302,44.04,89,36,3.29,RU,1692749567
446,mount gambier,-37.8333,140.7667,53.04,87,94,7.65,AU,1692749552
447,badiyah,22.45,58.8,80.6,65,60,5.39,OM,1692749567
448,sao joaquim de bicas,-20.0492,-44.2739,74.77,38,1,1.54,BR,1692749567
449,pirojpur,22.5667,89.9833,79.27,88,100,6.76,BD,1692749567
450,prince rupert,54.3161,-130.3201,58.69,86,100,6.91,CA,1692749568
451,as suki,13.3167,33.8833,78.71,69,66,6.82,SD,1692749568
452,nelson bay,-32.7167,152.15,64.11,64,1,8.01,AU,1692749568
453,zouerate,22.7187,-12.4521,95.72,20,83,7.96,MR,1692749568
454,prainha,-1.8,-53.48,75.94,83,45,4.61,BR,1692749568
455,muisne,0.6,-80.0333,76.66,84,100,9.89,EC,1692749568
456,ormond-by-the-sea,29.3491,-81.0665,84.22,79,20,5.75,US,1692749569
457,baikunthpur,23.25,82.55,75.24,93,100,3.8,IN,1692749569
458,lorengau,-2.0226,147.2712,77.68,89,100,10.22,PG,1692749569
459,carutapera,-1.195,-46.02,76.86,79,22,8.75,BR,1692749569
460,margate,51.3813,1.3862,62.69,88,27,4.0,GB,1692749569
461,matiri,-10.75,34.9,61.11,57,0,4.54,TZ,1692749569
462,ulladulla,-35.35,150.4667,58.42,73,61,10.76,AU,1692749569
463,chingola,-12.529,27.8838,63.23,34,0,3.38,ZM,1692749570
464,quellon,-43.1167,-73.6167,41.07,88,100,7.67,CL,1692749520
465,sao jose do belmonte,-7.8614,-38.7597,77.27,48,16,8.7,BR,1692749570
466,rimouski,48.4488,-68.524,56.88,65,77,5.39,CA,1692749570
467,borogontsy,62.6683,131.1683,52.25,61,5,7.18,RU,1692749570
468,shimoda,34.6667,138.95,80.1,80,65,5.37,JP,1692749570
469,kiambu,-1.1667,36.8333,58.03,88,40,8.05,KE,1692749570
470,smidovich,48.6,133.8167,70.16,88,100,6.49,RU,1692749571
471,champerico,14.3,-91.9167,79.34,78,100,7.4,GT,1692749571
472,rabigh,22.7986,39.0349,88.81,74,99,7.45,SA,1692749571
473,show low,34.2542,-110.0298,79.09,36,0,10.36,US,1692749571
474,griffith,41.5284,-87.4237,86.9,74,0,6.91,US,1692749571
475,natal,-5.795,-35.2094,77.95,76,96,10.36,BR,1692749572
476,uttar char fasson,22.2332,90.7132,80.46,86,99,13.0,BD,1692749572
477,maragogi,-9.0122,-35.2225,75.51,85,51,8.25,BR,1692749528
478,onguday,50.75,86.15,53.71,79,99,2.28,RU,1692749572
479,pokrovsk,48.282,37.1758,61.47,63,2,7.16,UA,1692749572
480,castro,-24.7911,-50.0119,65.16,71,0,5.79,BR,1692749572
481,qutqashen,40.9814,47.8458,71.33,52,56,5.64,AZ,1692749572
482,callao,-12.0667,-77.15,69.71,77,100,10.36,PE,1692749573
483,nieuw amsterdam,5.8833,-55.0833,83.01,80,23,12.21,SR,1692749573
484,nicoya,10.1483,-85.452,76.33,92,97,4.07,CR,1692749573
485,port pirie,-33.1833,138.0167,55.15,58,2,2.55,AU,1692749573
486,crane,31.3974,-102.3501,89.53,33,100,11.74,US,1692749573
487,contamana,-7.3333,-75.0167,83.61,55,99,3.36,PE,1692749574
488,ancud,-41.8697,-73.8203,43.66,80,95,12.37,CL,1692749536
489,ardatov,55.2421,43.097,56.86,67,100,3.15,RU,1692749574
490,ambilobe,-13.2,49.05,66.78,74,0,4.85,MG,1692749574
491,miles city,46.4083,-105.8406,95.97,20,0,3.44,US,1692749574
492,zaragoza,41.6561,-0.8773,86.45,42,0,4.61,ES,1692749525
493,razole,16.4833,81.8333,80.47,85,100,3.36,IN,1692749575
494,tofol,5.3248,163.0078,83.98,70,75,3.44,FM,1692749575
495,usinsk,65.9939,57.5281,43.97,92,62,12.21,RU,1692749575
496,arteche,12.2645,125.4048,79.7,87,97,4.59,PH,1692749575
497,kolonia town,6.964,158.206,78.91,94,100,4.61,FM,1692749575
498,mgandu,-5.95,34.1333,63.59,66,0,7.61,TZ,1692749576
499,bargaal,11.2864,51.0773,81.91,71,37,14.61,SO,1692749576
500,coquimbo,-29.9533,-71.3436,60.03,72,0,1.14,CL,1692749352
501,oodweyne,9.4092,45.064,75.52,52,64,9.15,SO,1692749576
502,queenstown,-31.8976,26.8753,53.94,33,6,14.65,ZA,1692749503
503,el granada,37.5027,-122.4694,84.92,70,0,20.71,US,1692749576
504,dolores,-36.3132,-57.6792,46.56,77,65,7.09,AR,1692749577
505,greymouth,-42.4667,171.2,49.14,77,96,0.81,NZ,1692749338
506,kalemie,-5.9475,29.1947,75.09,44,11,1.59,CD,1692749577
507,zeya,53.75,127.2667,66.25,62,99,8.37,RU,1692749577
508,bulusan,12.7518,124.1373,80.96,84,98,9.33,PH,1692749577
509,khmilnyk,49.5598,27.9575,59.43,71,17,4.72,UA,1692749577
510,glace bay,46.1969,-59.957,61.57,85,75,4.61,CA,1692749578
511,abepura,-2.6333,140.5833,85.01,62,20,11.5,ID,1692749578
512,cam ranh,11.9214,109.1591,84.16,74,40,1.14,VN,1692749578
513,itaituba,-4.2761,-55.9836,81.16,57,76,3.69,BR,1692749486
514,vanimo,-2.6741,141.3028,83.48,69,100,6.38,PG,1692749578
515,chake chake,-5.2459,39.7666,72.55,80,7,7.2,TZ,1692749579
516,esquel,-42.9,-71.3167,33.53,91,87,5.99,AR,1692749579
517,acapulco de juarez,16.8634,-99.8901,87.62,70,75,8.05,MX,1692749579
518,touros,-5.1989,-35.4608,78.8,69,34,14.54,BR,1692749379
519,suez,29.9737,32.5263,74.64,80,0,8.97,EG,1692749579
520,arroio grande,-32.2375,-53.0869,58.73,92,67,11.05,BR,1692749579
521,sitka,57.0531,-135.33,64.29,68,0,16.11,US,1692749580
522,jaunpiebalga,57.1833,26.05,55.4,93,87,7.99,LV,1692749580
523,xining,36.6167,101.7667,51.44,74,52,3.42,CN,1692749580
524,pemangkat,1.1667,108.9667,77.5,87,100,2.42,ID,1692749580
525,zaozersk,69.4005,32.4476,44.28,91,99,2.08,RU,1692749580
526,metlili chaamba,32.2667,3.6333,83.34,30,0,5.75,DZ,1692749580
527,markovo,57.3206,107.0881,57.72,82,89,0.63,RU,1692749581
528,vernon,50.2581,-119.2691,77.61,59,97,13.8,CA,1692749581
529,isangel,-19.55,169.2667,72.93,63,32,12.44,VU,1692749581
530,christchurch,-43.5333,172.6333,53.42,76,29,6.91,NZ,1692749398
531,puerto el triunfo,13.2833,-88.55,81.88,81,73,4.83,SV,1692749581
532,cartersville,34.1651,-84.7999,89.13,74,0,6.04,US,1692749526
533,peruibe,-24.32,-46.9983,72.03,60,0,4.9,BR,1692749582
534,high rock,26.6208,-78.2833,82.42,72,1,15.17,BS,1692749582
535,ixtapa,20.7,-105.2,88.23,74,100,1.99,MX,1692749582
536,manadhoo,5.7667,73.3833,82.17,75,61,10.09,MV,1692749582
537,winslow,35.0242,-110.6974,91.58,21,20,12.66,US,1692749583
538,grande prairie,55.1667,-118.8027,68.95,62,99,8.68,CA,1692749311
539,ta`u,-14.2336,-169.5144,78.82,69,13,16.93,AS,1692749584
540,piacabucu,-10.4056,-36.4344,74.46,89,10,7.07,BR,1692749332
541,zakynthos,37.7914,20.8953,76.64,68,0,7.27,GR,1692749585
542,tasnad,47.4833,22.5833,69.39,59,2,5.1,RO,1692749585
543,walvis bay,-22.9575,14.5053,53.1,78,0,12.71,NA,1692749585
544,kulachi,31.9286,70.4592,97.72,26,18,6.49,PK,1692749585
545,tarawa,1.419,172.984,83.66,73,80,7.38,KI,1692749586
546,ain taya,36.7933,3.2869,75.04,78,0,2.3,DZ,1692749586
547,redencao,-4.2258,-38.7306,72.09,87,7,3.13,BR,1692749586
548,malpica,43.3228,-8.8105,75.36,81,63,6.46,ES,1692749586
549,kouango,4.9934,19.9619,74.97,85,74,2.17,CF,1692749586
550,celestun,20.8667,-90.4,84.0,74,94,17.27,MX,1692749587
551,sao gabriel da cachoeira,-0.1303,-67.0892,79.68,58,30,2.24,BR,1692749587
552,saint croix,17.7397,-64.7388,79.25,83,0,5.75,VI,1692749587
553,williamson,30.6502,-97.6003,96.1,59,20,5.99,US,1692749587
554,bahawalnagar,30.5508,73.3908,93.51,37,93,6.85,PK,1692749588
555,taoudenni,22.6783,-3.9836,100.58,18,100,4.12,ML,1692749588
556,san luis de la loma,17.2706,-100.8939,81.63,83,72,4.05,MX,1692749588
557,dalandzadgad,43.5708,104.425,58.5,41,79,5.64,MN,1692749588
558,tavda,58.0425,65.2726,51.31,64,100,3.38,RU,1692749589
559,sao joao do piaui,-8.3581,-42.2467,82.22,39,6,5.53,BR,1692749589
560,uzgen,40.7699,73.3007,68.29,30,7,6.8,KG,1692749589
561,labrador city,52.9463,-66.9114,48.11,81,100,3.44,CA,1692749590
562,sitia,35.2,26.0986,78.98,75,0,5.32,GR,1692749590
563,kimbe,-5.5502,150.1429,86.9,62,91,8.66,PG,1692749590
564,phan rang-thap cham,11.5667,108.9833,83.21,67,79,3.94,VN,1692749590
565,anatuya,-28.4606,-62.8347,67.1,38,16,14.12,AR,1692749590
566,gazojak,41.1875,61.4036,81.39,26,3,8.16,TM,1692749591
567,sogutlu,40.9059,30.4745,63.12,85,0,1.41,TR,1692749591
568,ibshaway,29.358,30.6814,78.82,61,0,7.78,EG,1692749591
569,chiredzi,-21.05,31.6667,71.26,23,0,5.97,ZW,1692749592
